content,score,at
oke baik sekali,5,2024-10-30 18:41:51
good,5,2024-10-30 18:37:27
sangat baik,5,2024-10-30 18:35:25
cepattt gak pake lamaa..😍,5,2024-10-30 18:34:37
"yuhuuuuu,, bagusss",5,2024-10-30 18:32:52
terbaik,5,2024-10-30 18:29:56
baik dan sopan,5,2024-10-30 18:27:59
ramah,5,2024-10-30 18:26:01
sangat bagus dan cepat,5,2024-10-30 18:19:27
Friendly 🙏,5,2024-10-30 18:17:45
mantap,5,2024-10-30 18:16:52
Baik sekali,5,2024-10-30 18:16:33
mantabs,5,2024-10-30 18:16:09
ramah,5,2024-10-30 18:15:16
baik,5,2024-10-30 18:14:00
Mantap,5,2024-10-30 18:10:23
ramah,5,2024-10-30 18:09:54
"Wahh, maxim bagus bgt terjangkau deh harga nya kantung anak sekolah!! Ojek nya juga ramah-ramah dan baikk 👍👍👍",5,2024-10-30 18:09:19
makasih banyak...,5,2024-10-30 18:06:39
makasih 👍👍,5,2024-10-30 18:05:58
pelayanan ramah dan tepat waktu,5,2024-10-30 18:05:32
baik sekali smga kedepannya jgn ada halangan bam bocor lg ya pa sehat selalu,5,2024-10-30 17:58:39
baik berjalan dengan layak,5,2024-10-30 17:53:29
mantab,5,2024-10-30 17:44:05
good,4,2024-10-30 17:41:35
lama tapi ramah,4,2024-10-30 17:41:02
ok,4,2024-10-30 17:39:41
driver yang sangat ramah,5,2024-10-30 17:37:18
"ramah,cepat,ringkaskas dan padat",5,2024-10-30 17:35:18
bagus pelayanan nya makasih ya mas,5,2024-10-30 17:33:29
cepetan download Maxim ramah² orangnya,5,2024-10-30 17:28:37
Driver baik dan ramah.,5,2024-10-30 17:20:32
trima kasih,5,2024-10-30 17:16:48
maxim nya ramah,5,2024-10-30 17:15:08
driver mantap. terima kasih,5,2024-10-30 17:12:48
"cepat, ramah drivernya",5,2024-10-30 17:04:52
orgx ramah n baik,5,2024-10-30 17:03:40
baik,5,2024-10-30 17:02:53
"seruuu sekali bapak nya , sepanjang jalan ceritanya tentang artis indonesia 🤣 sehat2 pak",5,2024-10-30 17:01:54
bagus,5,2024-10-30 17:00:45
cepat dan ramah,5,2024-10-30 16:54:58
"pelayanan bagus, diantar sampai tempat",5,2024-10-30 16:49:47
good,5,2024-10-30 16:45:43
mantap pelayanan abang nya,5,2024-10-30 16:44:52
bagus dan ramah drivernya,5,2024-10-30 16:43:33
"driver humble, gak ribet good deh",5,2024-10-30 16:38:55
"mantap, cepat, tidak diragukan lagi, sangat terjangkau masala harga👍",5,2024-10-30 16:38:08
baik sangat,5,2024-10-30 16:31:39
good,5,2024-10-30 16:24:21
baik,5,2024-10-30 16:22:20
"jujur aplikasi nya berguna cuman kadang saya kena mental dengan driver nya apalagi kawasan batam yang dimana telat semenit aja bukan pelanggan yang marah malah driver sampai di sumpah sumpahin sama driver nya,saya hanya telat 1 menit bukan 1 jam",5,2024-10-30 16:21:30
baik cepat ramah,4,2024-10-30 16:20:22
ok,5,2024-10-30 16:17:18
respon yang baik,5,2024-10-30 16:08:11
ok,5,2024-10-30 16:03:49
Susah mau batalkan order padahal yg di pesan gak ada di toko yg di tuju giliran mau di batalkan malah gak bisa,4,2024-10-30 15:55:54
"Drive memberikan pelayanan yang baik, sopan dan cepat",5,2024-10-30 15:54:42
mantaf cepat,5,2024-10-30 15:50:53
siiip,5,2024-10-30 15:42:03
ramah,5,2024-10-30 15:28:51
ok,5,2024-10-30 15:15:52
terimakasih pa,5,2024-10-30 14:59:25
makasih pak Tuhan memberkati,5,2024-10-30 14:55:34
mantap,5,2024-10-30 14:53:02
layanan good job ... kalau ada bintang 10 buat keramahan abangnya,5,2024-10-30 14:51:45
cepat dan ramah,5,2024-10-30 14:48:09
sangat puas 😊,5,2024-10-30 14:47:29
baik,5,2024-10-30 14:42:40
maju terus maxim,5,2024-10-30 14:40:37
baik,5,2024-10-30 14:33:45
ok,5,2024-10-30 14:10:40
bagus,5,2024-10-30 14:10:36
trima kasih ya om,5,2024-10-30 14:07:56
sangat puas,5,2024-10-30 14:03:19
mantap,5,2024-10-30 14:03:05
pelayanan terbaik🫰,5,2024-10-30 13:59:00
ntaps,5,2024-10-30 13:57:42
mantap,5,2024-10-30 13:55:58
good job terimakasih 👍,5,2024-10-30 13:51:16
oke,5,2024-10-30 13:45:42
Sangat Ramah,5,2024-10-30 13:43:49
ok,5,2024-10-30 13:43:08
bagus,5,2024-10-30 13:40:51
pelayanan yg bagus,5,2024-10-30 13:38:25
cepat dan ramah,5,2024-10-30 13:37:46
aman dan sejahtera,5,2024-10-30 13:35:33
mantap,5,2024-10-30 13:34:19
👍👍,4,2024-10-30 13:28:16
sangat membantu,5,2024-10-30 13:26:07
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,2024-10-30 13:25:00
cepat dan sampai tujuan dgn selamat,5,2024-10-30 13:19:33
"Order telah dipenuhi oleh: Gilang Ananda Abdila dengan Motorcycle, warna merah dan putih, nopol BK4336YBN. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",5,2024-10-30 13:07:47
"sopir ya ramah,mobil ya bersih nyopir ya pun hati"" bget mksh driver ya",5,2024-10-30 13:05:32
sangat cepat pelayanan nya,5,2024-10-30 13:01:56
sangat memuaskan,5,2024-10-30 13:01:16
ramah sekali👍,5,2024-10-30 12:59:57
Bagus dan cepat,5,2024-10-30 12:49:06
"bagus banget, cepat dan ramah driver nya",5,2024-10-30 12:48:03
cepat,5,2024-10-30 12:45:09
bagus,5,2024-10-30 12:45:08
alhamdulillah orng baik dan ramah,4,2024-10-30 12:43:46
biar bintang yg menjawab,5,2024-10-30 12:34:37
sangat baik,5,2024-10-30 12:33:52
maaf pak saya batalkan ya krn udah di jemput 🙏🙏,5,2024-10-30 12:32:30
sangat bagus,5,2024-10-30 12:32:10
bagus,5,2024-10-30 12:30:27
ramah banget baikk sekali ini nganter orang hamil ttp savety 😍,5,2024-10-30 12:27:09
"terima kasih, drivernya komunikatif",5,2024-10-30 12:24:30
sangat 👌,5,2024-10-30 12:20:40
pelayanan dan respon cukup baik,4,2024-10-30 12:13:56
ramah,5,2024-10-30 12:09:22
sangat baik dan sopan,5,2024-10-30 12:06:51
terpercaya,5,2024-10-30 11:56:54
Sangat baik,5,2024-10-30 11:52:14
pelayanan bagus,5,2024-10-30 11:49:12
nice,5,2024-10-30 11:47:02
orang nya sangat ramah dan baik,5,2024-10-30 11:35:40
baguss,5,2024-10-30 11:33:15
Terbaik,5,2024-10-30 11:22:30
terbaik dan termurah,5,2024-10-30 11:21:44
sangat baik,5,2024-10-30 11:20:57
baik dan ramah,5,2024-10-30 11:12:42
baik,5,2024-10-30 11:10:14
Terimakasih maxim saya sangat terbantu dengan ada nya maxim ini,5,2024-10-30 11:08:15
mantap,5,2024-10-30 11:04:52
baik,5,2024-10-30 11:01:10
terimakasih,5,2024-10-30 10:49:42
oke,5,2024-10-30 10:39:50
baikk,5,2024-10-30 10:37:05
perjalanan nyaman,5,2024-10-30 10:08:25
pelayanan nya bagus,5,2024-10-30 09:48:32
oke,5,2024-10-30 09:39:29
kurang cepet nemuin titik nya.,4,2024-10-30 09:34:26
driper nya baik,5,2024-10-30 09:34:23
Baik,4,2024-10-30 09:27:21
ramah,5,2024-10-30 09:25:07
baik,5,2024-10-30 09:22:21
nyaman,5,2024-10-30 09:08:02
pelayanan sangat bagus,5,2024-10-30 09:06:17
baik,5,2024-10-30 09:03:20
telat waktu,5,2024-10-30 09:02:32
cepat,5,2024-10-30 09:00:30
ok,5,2024-10-30 09:00:15
mantap,5,2024-10-30 08:53:58
"mantap Drivernya ga pake atribut,seperti temen",5,2024-10-30 08:45:29
maaf syaa tidak jd,5,2024-10-30 08:38:11
Terimakasih,5,2024-10-30 08:32:44
"baik sekali, amanah mengantar kan sesuai titik dan sabar",5,2024-10-30 08:26:39
mantaf,5,2024-10-30 08:24:44
mantap,5,2024-10-30 08:15:14
👍,5,2024-10-30 08:11:53
drivernya ramah,5,2024-10-30 08:11:02
"tapi kenapa maxim agak ribet banget ya buat nunjukin titik lokasi kita,, ga seperti apl sebelah , terus driver nya banyak nolak akh jadi males",5,2024-10-30 08:10:16
sangat baik dan ramah,5,2024-10-30 08:09:18
ok,5,2024-10-30 08:05:33
"alhamdulillah pelayanin dengan baik , ramah, datang tempat waktu😇😇👍",5,2024-10-30 08:01:25
mantab,5,2024-10-30 08:01:22
sangat puas,5,2024-10-30 07:53:28
mantaplah,5,2024-10-30 07:48:58
"baik , sudah bisa di pakai . yg pasti lebih murah.",5,2024-10-30 07:47:09
drivernya sangat ramah n sabar bagus dalam berkendara,5,2024-10-30 07:46:55
kurang di kasih helm aja,5,2024-10-30 07:44:52
suka,5,2024-10-30 07:40:02
"sangat baik dan sopan dan pengemudinya sangat berhati2 membawa penumpangnya..sangat baik Order telah dipenuhi oleh: Ade Chandra Putra dengan Motorcycle, warna hitam, nopol DD5350XY. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",5,2024-10-30 07:39:28
mantap,5,2024-10-30 07:38:03
baik,4,2024-10-30 07:37:16
"Driver sangat bagus sekali menghantarkan sesuai dengan pesanan dg sangat baik,rapi dan sangat ramah sekali,semoga Maxim semakin maju",5,2024-10-30 07:30:11
good,5,2024-10-30 07:29:16
baik sekali,5,2024-10-30 07:19:21
"terima kasih ya pak, semangat terus..",5,2024-10-30 07:13:17
baik,5,2024-10-30 06:55:17
orang nya sangat ramah,5,2024-10-30 06:49:59
terbaik,5,2024-10-30 06:43:52
terima kasih kk,5,2024-10-30 06:35:14
terima kasih,5,2024-10-30 05:48:38
memuaskan,5,2024-10-30 05:38:56
Driver baik sopan,5,2024-10-30 04:31:56
sopan driver nya,5,2024-10-30 04:05:12
semangat pa,5,2024-10-30 04:00:19
mksih utk pengantaran,5,2024-10-30 03:15:42
nice,5,2024-10-30 03:03:41
sangat ramah dan sopan,5,2024-10-30 02:36:21
ramah,5,2024-10-30 01:47:01
maxim ok di beri gacor buat drivernya,5,2024-10-30 01:06:21
sangat mmbantu,5,2024-10-30 00:45:44
pelayanan bagus,5,2024-10-30 00:39:12
okeee mantaappp,5,2024-10-30 00:31:57
maximm mantap,5,2024-10-30 00:31:55
baik,5,2024-10-30 00:18:10
Bagus,5,2024-10-30 00:17:07
mantaplah...,5,2024-10-30 00:16:12
"puass banget dengan pelayanan ny🙏🏻, ramah,tenang pokok ny aman deh dengan apk Maxim ini, terimakasih kk' Maxim dengn pelayanan ny🙏🏻👍🏻",5,2024-10-30 00:14:01
sangat memuaskan 👍👍👍💪💪💪,5,2024-10-30 00:12:00
amanah,5,2024-10-30 00:07:54
Bagus dan bermanfaa,5,2024-10-30 00:06:14
Mantap,5,2024-10-29 23:48:18
sangat baik,5,2024-10-29 23:34:04
oke,5,2024-10-29 23:27:09
Emang boleh argo seharga 2 batang rokok super?,5,2024-10-29 23:21:02
good,4,2024-10-29 23:14:21
bagus,4,2024-10-29 23:08:41
merasa puas dan nyaman,5,2024-10-29 23:01:51
Tolong tingkatkan keakuratan peta map,4,2024-10-29 22:52:00
sangat bagus,5,2024-10-29 22:34:48
goodjob,5,2024-10-29 22:32:50
Cm Saya bingung kenapa d appl sya TDK ada mobil cargo nya,5,2024-10-29 22:30:42
si abangnya jujur dan baik hati,5,2024-10-29 22:19:24
terimaksih,5,2024-10-29 22:19:03
harga yg sangat bersahabat dengan kantong. namum perlu perbaikan pada mapnya krn kurang presisi,5,2024-10-29 22:17:38
mantaapp pokoknya..👍👍👍👍👍,5,2024-10-29 22:12:59
terbaik,5,2024-10-29 22:09:22
mas nya ganteng bgt😍,5,2024-10-29 22:08:09
nice terimakasih pak,5,2024-10-29 22:02:10
ramah,5,2024-10-29 21:53:01
sangatt baikkkk,4,2024-10-29 21:46:51
"mantaf, sangat membatu",5,2024-10-29 21:42:25
"kakaknya tepat waktu, baik dan ramah",5,2024-10-29 21:40:31
good,5,2024-10-29 21:31:23
sangat bagus sekali untuk drivernya👍👍,5,2024-10-29 21:30:44
ramah,5,2024-10-29 21:17:41
baik,5,2024-10-29 21:16:49
good,5,2024-10-29 21:10:51
pengemudi y ramah,4,2024-10-29 21:07:13
cepat dan aman,5,2024-10-29 21:01:16
Terimakasih infonya,5,2024-10-29 20:47:10
keren sangat membantu sekali,5,2024-10-29 20:46:30
baik,5,2024-10-29 20:44:12
bagus,5,2024-10-29 20:38:00
saya merasa puas dengan pelayanan aplikasi Maxim,5,2024-10-29 20:36:34
Supir nya sangat,5,2024-10-29 20:35:58
👍👍👍,5,2024-10-29 20:34:53
"mantul , mantap betul",5,2024-10-29 20:30:00
driver baik,5,2024-10-29 20:28:47
bagus,5,2024-10-29 20:28:03
pelayanan sangan baik,5,2024-10-29 20:25:49
baik,5,2024-10-29 20:19:03
"terima kasih pelyanan cepat dan tepat waktu, sukses selalu.Aamiin",5,2024-10-29 20:15:47
"Mohon tambahkan opsi balas pesan cepat, seperti di sebelah",5,2024-10-29 20:13:28
penjemputan cepat dan ramah abang nya,5,2024-10-29 20:12:52
perjalanan lebih mudah karena ada maxim,5,2024-10-29 20:08:03
sangat baik,5,2024-10-29 20:01:36
Sangat memuaskan..,5,2024-10-29 19:57:03
oke,5,2024-10-29 19:54:42
sopir baik,5,2024-10-29 19:54:23
tepat waktu..,5,2024-10-29 19:54:03
bagus,5,2024-10-29 19:51:57
baikk,4,2024-10-29 19:50:59
murah banget woi kaget 😭,5,2024-10-29 19:46:39
cepat,5,2024-10-29 19:46:06
ok,4,2024-10-29 19:45:08
ok,5,2024-10-29 19:44:17
sehat selalu ya bapak amin ya rabbal alamien 🤲,5,2024-10-29 19:32:41
Harga lebih bersahabat..mungkin map lebih diperbaiki lagi,5,2024-10-29 19:32:38
"DRIVER INI JUJUR. HP SAYA TER TINGGAL DI MOBIL BELIAU, TAPI BELIAU MAU KEMBALIKAN, TERIMAKASIH BANYAK PAK",5,2024-10-29 19:30:00
cepat,5,2024-10-29 19:27:38
diperjalanan sangat berhati2 dan ramah,5,2024-10-29 19:24:53
terimakasih atas layanan dengan nyaman 🙏🏻,5,2024-10-29 19:22:23
pelayanan nya sangat baik 👍👍🙏🙏,5,2024-10-29 19:22:17
"sangat rekomendasi bgt, klo bisa tetap pertahankan harga sesuai list, jgn seperti apk lain kebanyakan driver nya minta harga lebih padahal jarak dekat",5,2024-10-29 19:20:46
baik,5,2024-10-29 19:18:52
"aman dan nyaman, thanks",5,2024-10-29 19:18:36
mantap,5,2024-10-29 19:16:36
"bpak nya baik, sopan, dan ramah",5,2024-10-29 19:14:57
ok bgt,5,2024-10-29 19:05:38
keren,5,2024-10-29 18:57:37
supir ramah,5,2024-10-29 18:40:01
grecep dan murah,5,2024-10-29 18:38:34
good,5,2024-10-29 18:28:04
sangat memuaskan,5,2024-10-29 18:28:03
Sebelum beli jaket dan helem masih ajah dpt oderan kenapa sekarang nol,5,2024-10-29 18:25:41
ok bagus.,5,2024-10-29 18:21:19
bagus,5,2024-10-29 18:21:18
ramah dan baik,5,2024-10-29 18:17:38
oke,5,2024-10-29 18:13:58
terimakasih,5,2024-10-29 18:12:44
sangat puas,5,2024-10-29 18:05:59
baik,5,2024-10-29 18:00:28
good,5,2024-10-29 17:55:58
good,5,2024-10-29 17:54:40
gagah,5,2024-10-29 17:36:16
ramah,5,2024-10-29 17:32:22
baik sekali,5,2024-10-29 17:27:42
"driver nya sangat ramah, baru kali ini saya dapat driver yg baik dan ramah kepada customer,. meskipun saya order yg biasa namun dia mau bantu² angkat barang juga😍",5,2024-10-29 17:22:59
Aplikasi bagus & mudah,5,2024-10-29 17:12:28
"amanah, Cepat, ramah",5,2024-10-29 17:12:27
datang nya cepat gak sampai 5 menit,5,2024-10-29 17:12:20
🙏,5,2024-10-29 17:07:40
terimakasih,5,2024-10-29 17:01:15
"Pengemudi: Taufik Hidayat dengan Motorcycle, warna hitam, nopol BA5699B..👍👍👍🙏",5,2024-10-29 16:55:52
bagus,5,2024-10-29 16:51:29
baik sopan,5,2024-10-29 16:49:02
Terima kasih kaka,5,2024-10-29 16:46:53
istimewa drivernya ramah dan cepat ngantarnya cocok buat langganan sehat selalu mas dan di limpahkan rejeki yg berkah,5,2024-10-29 16:39:21
terbaik memang,5,2024-10-29 16:38:28
this driver very good.,5,2024-10-29 16:37:58
sangt baik,5,2024-10-29 16:37:29
driver good,5,2024-10-29 16:30:03
mantap,5,2024-10-29 16:24:39
cepat sampe,5,2024-10-29 16:21:09
cepat sigap ramah,5,2024-10-29 16:09:30
ok 👍,5,2024-10-29 16:03:57
bagus karna sampai pada tujuan,5,2024-10-29 15:54:28
gercep,5,2024-10-29 15:51:56
"Terima Kasih. Drivernya baik, tepat waktu dan amanah.",5,2024-10-29 15:48:55
mantap,5,2024-10-29 15:38:50
sangat baik,5,2024-10-29 15:35:05
bagus,5,2024-10-29 15:33:23
"untuk pertama kali,sangat memuaskan",4,2024-10-29 15:22:30
Friendly,5,2024-10-29 15:21:12
ramah dan baik,5,2024-10-29 15:20:51
sangat baik,5,2024-10-29 15:18:26
Semoga sukses selalu 👍,5,2024-10-29 15:08:52
baik dan ramah,5,2024-10-29 15:00:10
terima kasih atas pelayanan yang terbaik 👍,5,2024-10-29 14:53:41
pelayanan yg sangat baik,5,2024-10-29 14:51:12
mantap,5,2024-10-29 14:44:48
bgus,5,2024-10-29 14:44:20
tepat waktu,5,2024-10-29 14:41:32
"pelayanan nyaman cepet , pertahan kan ya mas :)",5,2024-10-29 14:40:18
mantap,5,2024-10-29 14:36:07
sagat baik,5,2024-10-29 14:33:38
sangat bagus,5,2024-10-29 14:32:13
sangat cepat dan ramah,5,2024-10-29 14:27:59
ok,5,2024-10-29 14:23:06
pengiriman cepat,5,2024-10-29 14:19:20
mantap mas,5,2024-10-29 14:19:01
orang nya ramah,5,2024-10-29 14:12:44
bagus,5,2024-10-29 14:12:34
memuaskan,5,2024-10-29 14:07:55
"bapaknya sopan ,banget baru ini ketemu bapak ojol yg sopan dan santun",5,2024-10-29 14:07:14
luar biasa mantap,5,2024-10-29 14:06:08
ramah,5,2024-10-29 14:04:27
nice,5,2024-10-29 14:02:49
sangaatt bermanfaaat,5,2024-10-29 14:00:11
"ok, terima kasih",5,2024-10-29 13:59:46
On Time 😎👍👍👍,5,2024-10-29 13:55:17
bagus puas dgn maxim,5,2024-10-29 13:54:55
mantaps seru sama babeh ini,5,2024-10-29 13:41:39
terbaik...:),5,2024-10-29 13:35:59
top,5,2024-10-29 13:35:19
baik,5,2024-10-29 13:31:58
terbaik,5,2024-10-29 13:30:53
mobil nya bersih. drivernya sopan dan ramah. bintang 5 plus 2 jempol.,5,2024-10-29 13:29:55
good,5,2024-10-29 13:29:36
keren dan harga Ramah di. kantong,5,2024-10-29 13:27:01
mantap jiwa,5,2024-10-29 13:26:26
baik dan asik,5,2024-10-29 13:11:41
puas,5,2024-10-29 13:07:39
good,5,2024-10-29 12:59:24
cpt satset,5,2024-10-29 12:56:11
tepat waktu,5,2024-10-29 12:51:57
pelayanan baik dan memuaskan,5,2024-10-29 12:48:24
maxim yg ramah dan sopan,5,2024-10-29 12:39:37
makasih mas,5,2024-10-29 12:33:01
Alhamdulillah sampai dengan selamat trima kasih Abang ojek,5,2024-10-29 12:25:31
drivernya ramah,5,2024-10-29 12:22:39
sangat baik,5,2024-10-29 12:18:45
"harga terjangkau, driver ramah",5,2024-10-29 12:18:43
abgny baik,5,2024-10-29 12:18:33
ok,5,2024-10-29 12:14:51
"terimakasih KK sudah mau jemput barang orderan saya, semoga berkah untuk KK ya",5,2024-10-29 12:07:42
sangat ramah dan baik pokok nya esdebes,5,2024-10-29 11:53:19
driver ny ganteng dan ramah,5,2024-10-29 11:52:24
baik,5,2024-10-29 11:50:11
bagus sekali pengemudi ramah,5,2024-10-29 11:42:12
Alhamdulillah terimakasih,5,2024-10-29 11:37:22
puas dengan pelayanan,5,2024-10-29 11:37:18
sangat bagus,5,2024-10-29 11:34:19
sangat senang krna pelayanan ramah sekali,5,2024-10-29 11:31:24
cepat dan pelayanan nya bagus,5,2024-10-29 11:22:54
sangat puas kawan,5,2024-10-29 11:19:04
Ramah,5,2024-10-29 11:16:05
Bagus,5,2024-10-29 11:05:10
"drever mantap dan ramah,cepat dan tanggap",5,2024-10-29 11:02:41
pelayanan ramah,5,2024-10-29 11:02:13
"bagus,",5,2024-10-29 10:58:07
terimakasih,5,2024-10-29 10:53:49
oke murah bgt,5,2024-10-29 10:50:37
orang nya ramah,5,2024-10-29 10:46:14
𝚝𝚎𝚛𝚒𝚖𝚊𝚑 𝚔𝚊𝚜𝚒𝚑 𝚋𝚞𝚊𝚝 𝚊𝚙𝚕𝚒𝚔𝚊𝚜𝚒 𝚖𝚊𝚡𝚒𝚖 𝚜𝚞𝚍𝚊𝚑 𝚖𝚎𝚖𝚙𝚎𝚛𝚖𝚞𝚍𝚊𝚑𝚔𝚊𝚗.,5,2024-10-29 10:45:33
supir nya ramah,5,2024-10-29 10:44:56
Thank U,5,2024-10-29 10:44:40
bagus pelayanannya,5,2024-10-29 10:41:21
baik,5,2024-10-29 10:37:34
good,5,2024-10-29 10:34:47
"matur suwun, Pak.",5,2024-10-29 10:24:06
puas,5,2024-10-29 10:24:05
"tengkiuuu, sdh antarkan mama sy dgn 👌",5,2024-10-29 10:21:24
baik dan ramah,5,2024-10-29 10:19:38
ramah,5,2024-10-29 10:19:34
mantap dan murah,5,2024-10-29 10:17:54
ramah driver nya.,5,2024-10-29 10:07:13
"Terimakasih Bapak Devi Gustian ,Sangat Ramah dan enak ngobrol nya kami 😁🙏",5,2024-10-29 10:07:09
oke,5,2024-10-29 10:06:20
baik,5,2024-10-29 10:04:45
mantap,5,2024-10-29 10:00:17
terbaik,5,2024-10-29 09:53:26
👍,5,2024-10-29 09:45:29
"bpknta ramah sekali,,terimakasih",5,2024-10-29 09:42:22
sangat bagus,5,2024-10-29 09:36:03
baik,5,2024-10-29 09:28:16
cepat dan membantu,5,2024-10-29 09:22:29
trimakasih pelayanannya,5,2024-10-29 09:20:33
sangat bagus tau jln,5,2024-10-29 09:13:59
gooooood,5,2024-10-29 09:13:12
"masa tunggu sebentar, perjalanan cepat.",5,2024-10-29 09:10:55
aman & nyaman,5,2024-10-29 09:10:07
"Terima kasih Maxim, sangat membantu cepat dan tepat waktu.",5,2024-10-29 09:03:19
good dan wangi drivernya,5,2024-10-29 09:00:34
Pelayanan sangat baik.,5,2024-10-29 08:54:56
