processed_text,translated_text,converted_text,vader_sentiment,compound
"['the', 'best']","['The', 'Best']",The Best,positif,0.6369
"['ramah', 'banget', 'drivernya']","['friendly', 'really', 'the driver']",friendly really the driver,positif,0.4939
"['baik', 'bngt']","['good', 'really']",good really,positif,0.4404
"['very', 'good']","['Very', 'Good']",Very Good,positif,0.4927
"['layan', 'baik']","['Layan', 'Good']",Layan Good,positif,0.4404
"['alhamdulillah', 'mas', 'maxim', 'x', 'baik', 'udh', 'jln', 'tdimau', 'lgi', 'sruh', 'balik', 'krn', 'barang', 'ketnggaln']","['Alhamdulillah', 'Mas', 'Maxim', 'X', 'Good', 'Udh', 'Jln', 'Tdimau', 'Lgi', 'Sruh', 'Back', 'Kn', ','goods', 'ketnggaln']",Alhamdulillah Mas Maxim X Good Udh Jln Tdimau Lgi Sruh Back Kn goods ketnggaln,positif,0.4404
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
"['sangat', 'bantu', 'sekali']","['very', 'help', 'once']",very help once,positif,0.4576
"['baik', 'ramah', 'sabar']","['good', 'friendly', 'patient']",good friendly patient,positif,0.7269
"['makasih', 'banyak', 'om']","['thanks', 'many', 'om']",thanks many om,positif,0.4404
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
['bagus'],['Good'],Good,positif,0.4404
"['bagus', 'sekali']",['very good'],very good,positif,0.4927
['baik'],['Good'],Good,positif,0.4404
"['kesana', 'kesini', 'terus', 'cepat', 'murah', 'jangkau', 'seru', 'pokok', 'aku', 'suka', 'naik', 'maxim', 'pokok', 'percaya', 'banget']","['there', 'here', 'continue', 'fast', 'cheap', 'access', 'exciting', 'staple', 'me', 'like', 'ride', 'maxim', ','Principal ',' Believe ',' Really ']",there here continue fast cheap access exciting staple me like ride maxim Principal  Believe  Really ,positif,0.6908
['baik'],['Good'],Good,positif,0.4404
"['terima', 'kasih']",['Thank You'],Thank You,positif,0.3612
"['terimakasih', 'pak']",['Thank you sir'],Thank you sir,positif,0.3612
['bagus'],['Good'],Good,positif,0.4404
"['baik', 'bangeeet', 'bapaknyaa']","['good', 'bangeeet', 'father']",good bangeeet father,positif,0.4404
['bagus'],['Good'],Good,positif,0.4404
"['tolonggg', 'sekali', 'baik', 'maps', 'nya', 'lengkap', 'titik', 'jemput', 'drivernya', 'malah', 'diarahin', 'sangat', 'sesuai', 'yg', 'buat', 'kesal', 'bgt', 'baik']","['Please', 'once', 'good', 'maps', 'maps', 'complete', 'dot', 'pick up', 'driver', 'instead', 'directed', 'very', ''according to ',' YG ',' Create ',' Upset ',' Bgt ',' Good ']",Please once good maps maps complete dot pick up driver instead directed very according to  YG  Create  Upset  Bgt  Good ,positif,0.765
['mantap'],['Excellent'],Excellent,positif,0.5719
['mantap'],['Excellent'],Excellent,positif,0.5719
['bagus'],['Good'],Good,positif,0.4404
['bagus'],['Good'],Good,positif,0.4404
"['supir', 'ramah', 'mobil', 'supirannya', 'nyaman']","['Driver', 'Friendly', 'Car', 'Supirannya', 'Comfortable']",Driver Friendly Car Supirannya Comfortable,positif,0.7579
['good'],['good'],good,positif,0.4404
"['orang', 'nya', 'baik', 'baik', 'suka', 'aku', 'aplikasi', 'nya', 'mudah', 'buat', 'mula', 'ga', 'tau']","['people', '', 'good', 'good', 'like', 'I', 'application', 'application', 'Easy', 'Create', 'First', 'Ga', ','know ']",people  good good like I application application Easy Create First Ga know ,positif,0.9062
['mantap'],['Excellent'],Excellent,positif,0.5719
"['sangat', 'puas', 'pelayannyaterimksih', 'mas', 'maxsim']","['very', 'satisfied', 'thank you', 'mas', 'maxim']",very satisfied thank you mas maxim,positif,0.707
"['sangat', 'muas', 'playanan', 'tepat', 'waktu', 'jemput']","['very', 'satisfied', 'service', 'right', 'time', 'pick up']",very satisfied service right time pick up,positif,0.4754
"['ramah', 'baik']","['friendly', 'good']",friendly good,positif,0.7269
"['kurir', 'gerak', 'cepat', 'ramah', 'sopan']","['courier', 'move', 'fast', 'friendly', 'polite']",courier move fast friendly polite,positif,0.4939
['baik'],['Good'],Good,positif,0.4404
"['layan', 'nya', 'bagus', 'cepet']","['service', 'it', 'good', 'hurry']",service it good hurry,positif,0.4404
['baik'],['Good'],Good,positif,0.4404
['good'],['good'],good,positif,0.4404
"['supir', 'ny', 'mau', 'tunggu', 'belanja', 'dulu', 'tdk', 'kasi', 'naik', 'harga', 'kargo']","['Driver', 'Mrs.', 'Want', 'Wait', 'Shopping', 'First', 'No', 'Kasi', 'Rise', 'Price', 'Kargo']",Driver Mrs. Want Wait Shopping First No Kasi Rise Price Kargo,negatif,-0.2263
['terimakasih'],['Thank You'],Thank You,positif,0.3612
"['sangat', 'bagus']",['very good'],very good,positif,0.4927
"['sangat', 'baik', 'sekaliramah']","['Very', 'good', 'Sekalamah']",Very good Sekalamah,positif,0.4927
['baik'],['Good'],Good,positif,0.4404
"['ramah', 'humanis']","['friendly', 'humanist']",friendly humanist,positif,0.4939
"['ramah', 'bangetttt', 'baikkk', 'nyaaa', 'masyaallah', 'bawa', 'motor', 'nyaa', 'tenang', 'kayak', 'gin', 'driver', 'idam']","['Friendly', 'Sangtttt', 'Baikkk', 'Nangaaa', 'Masyaallah', 'Bring', 'Motor', 'Nyaa', 'Calm', 'Kayak', 'Gin', 'Driver', ','Idam ']",Friendly Sangtttt Baikkk Nangaaa Masyaallah Bring Motor Nyaa Calm Kayak Gin Driver Idam ,positif,0.6705
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
['bagus'],['Good'],Good,positif,0.4404
"['baik', 'ramahsopan']","['good', 'friendly sustainable']",good friendly sustainable,positif,0.7269
"['terima', 'kasih', 'antar', 'tuju', 'maxim', 'sukses', 'selalu']","['accept', 'love', 'delivery', 'go to', 'maxim', 'success', 'always']",accept love delivery go to maxim success always,positif,0.8885
"['terimakasih', 'beri', 'layan', 'dg', 'baik']","['Thank you', 'Give', 'Layan', 'Dg', 'Good']",Thank you Give Layan Dg Good,positif,0.6597
"['bagus', 'ramah']","['good', 'friendly']",good friendly,positif,0.7269
['bagus'],['Good'],Good,positif,0.4404
['bagus'],['Good'],Good,positif,0.4404
"['the', 'best', 'pokok']","['the', 'best', 'principal']",the best principal,positif,0.6369
"['mksih', 'mas', 'bantu', 'ny', 'hari', 'nibukan', 'dar', 'maxim', 'guna', 'tuk', 'orang', 'banyak']","['thanks', 'mas', 'help', 'day', 'this is not', 'dar', 'maxim', 'use', 'for', 'people', 'many']",thanks mas help day this is not dar maxim use for people many,positif,0.6808
"['baik', 'ramah']","['good', 'friendly']",good friendly,positif,0.7269
"['puas', 'dg', 'layan', 'driver', 'ramah']","['satisfied', 'with', 'service', 'driver', 'friendly']",satisfied with service driver friendly,positif,0.7184
['bagus'],['Good'],Good,positif,0.4404
['puas'],['satisfied'],satisfied,positif,0.4215
['baik'],['Good'],Good,positif,0.4404
"['sangat', 'bagus']",['very good'],very good,positif,0.4927
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
['baik'],['Good'],Good,positif,0.4404
['baik'],['Good'],Good,positif,0.4404
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
"['maxim', 'car', 'banyak', 'mau', 'pasang', 'ac', 'jalan', 'lg', 'macet', 'krn', 'perbaikaan', 'jalan', 'banyak', 'debu', 'tp', 'tetap', 'buka', 'kaca', 'auto', 'ngirup', 'debu', 'panas', 'mobil', 'jg', 'banyak', 'yg', 'kotor', 'mohon', 'lebih', 'himbau', 'drivernya']","['Maxim', 'Car', 'many', 'want', 'install', 'ac', 'walk', 'lg', 'traffic', 'because', 'repair', 'road', ','Many ',' dust ',' tp ',' fixed ',' open ',' glass', 'auto', 'breath', 'dust', 'hot', 'car', 'car', 'too', 'many', 'YG', 'Dirty', 'Please', 'More', 'Appeal', 'Driver']",Maxim Car many want install ac walk lg traffic because repair road Many  dust  tp  fixed  open  glass auto breath dust hot car car too many YG Dirty Please More Appeal Driver,negatif,-0.0772
['mantap'],['Excellent'],Excellent,positif,0.5719
"['good', 'service']","['good', 'service']",good service,positif,0.4404
"['sangat', 'ramah', 'drivernya']","['very', 'friendly', 'driver']",very friendly driver,positif,0.5413
"['good', 'servive']","['good', 'service']",good service,positif,0.4404
"['tge', 'best']","['The', 'Best']",The Best,positif,0.6369
['bagus'],['Good'],Good,positif,0.4404
['okay'],['Okay'],Okay,positif,0.2263
['good'],['good'],good,positif,0.4404
"['murah', 'keren']","['cheap', 'cool']",cheap cool,positif,0.3182
"['sangat', 'mebantu']",['very helpful'],very helpful,positif,0.4754
"['baik', 'sabar']","['good', 'patient']",good patient,positif,0.4404
"['ramah', 'sopan']","['friendly', 'polite']",friendly polite,positif,0.4939
"['baik', 'ramah']","['good', 'friendly']",good friendly,positif,0.7269
['mantap'],['Excellent'],Excellent,positif,0.5719
['baik'],['Good'],Good,positif,0.4404
"['jalan', 'hemat', 'nyaman', 'aman', 'sampe', 'tuju']","['walk', 'saving', 'comfortable', 'safe', 'to', 'destination']",walk saving comfortable safe to destination,positif,0.7351
['baik'],['Good'],Good,positif,0.4404
"['mud', 'ramah']","['mud', 'friendly']",mud friendly,positif,0.4939
"['terimakasih', 'pak']",['Thank you sir'],Thank you sir,positif,0.3612
"['driver', 'nya', 'ramah', 'baik']","['Driver', 'His', 'Friendly', 'Good']",Driver His Friendly Good,positif,0.7269
"['makasih', 'kk']","['thanks', 'kk']",thanks kk,positif,0.6597
['baik'],['Good'],Good,positif,0.4404
"['good', 'job']","['good', 'job']",good job,positif,0.4404
"['sangat', 'bagus', 'abang', 'nya', 'sangat', 'hati', 'hati', 'pelan', 'pelan']","['very', 'good', 'brother', 'it', 'very', 'heart', 'heart', 'slow', 'slow']",very good brother it very heart heart slow slow,positif,0.4927
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
"['oke', 'sesuai', 'tuju']","['Okay', 'appropriate', 'go to']",Okay appropriate go to,positif,0.2263
"['driver', 'ramah']","['Driver', 'Friendly']",Driver Friendly,positif,0.4939
"['sangat', 'membantutrimakasih']","['Very', 'Help Thank You']",Very Help Thank You,positif,0.6976
"['mantap', 'driver', 'nya', 'ramah']","['great', 'driver', 'his', 'friendly']",great driver his friendly,positif,0.8074
"['sangat', 'bagus']",['very good'],very good,positif,0.4927
['good'],['good'],good,positif,0.4404
"['bapak', 'nya', 'sangat', 'baik', 'ramah']","['father', '', 'very', 'good', 'friendly']",father  very good friendly,positif,0.7698
"['jadi', 'karna', 'perlu', 'minta', 'maaf', 'sama', 'drivernya']","['So', 'Karna', 'Need', 'Ask', 'Sorry', 'Same', 'Driver']",So Karna Need Ask Sorry Same Driver,negatif,-0.0772
"['mmatap', 'murah', 'layan', 'bagus']","['matap', 'cheap', 'service', 'good']",matap cheap service good,positif,0.4404
"['sangat', 'ramah', 'kantong']","['very', 'friendly', 'bag']",very friendly bag,positif,0.5413
"['mantap', 'layan', 'ramah', 'sopan', 'mksihmaxxim']","['great', 'service', 'friendly', 'polite', 'thanks maxim']",great service friendly polite thanks maxim,positif,0.8807
['ramah'],['friendly'],friendly,positif,0.4939
"['bantu', 'sekali']","['help', 'once']",help once,positif,0.4019
"['sangat', 'bantu', 'pergi']","['very', 'help', 'go']",very help go,positif,0.4576
"['bagus', 'sangat', 'hemat', 'waktu', 'jalan']","['good', 'very', 'saving', 'time', 'walking']",good very saving time walking,positif,0.4404
"['drivernya', 'ramah']","['the driver', 'friendly']",the driver friendly,positif,0.4939
['terimakasihamanah'],['Thank you'],Thank you,positif,0.3612
"['respon', 'baik', 'ramah', 'bangetz', 'mantap']","['response', 'good', 'friendly', 'really', 'great']",response good friendly really great,positif,0.8883
"['saran', 'tambah', 'foto', 'barang', 'terima', 'trims']","['advice', 'added', 'photo', 'item', 'accept', 'thanks']",advice added photo item accept thanks,positif,0.6705
['mantap'],['Excellent'],Excellent,positif,0.5719
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
['baik'],['Good'],Good,positif,0.4404
"['sangat', 'murah', 'cepat', 'datang', 'jadi', 'suka']","['very', 'cheap', 'fast', 'coming', 'so', 'like']",very cheap fast coming so like,positif,0.5009
['mantap'],['Excellent'],Excellent,positif,0.5719
"['order', 'nya', 'cepat', 'lama', 'menunggutarif', 'jangkau']","['Order', '', 'fast', 'old', 'quoted up', 'reached']",Order  fast old quoted up reached,positif,0.1027
['baik'],['Good'],Good,positif,0.4404
"['ramah', 'dn', 'nyaman']","['friendly', 'and', 'comfortable']",friendly and comfortable,positif,0.7579
['mantap'],['Excellent'],Excellent,positif,0.5719
"['driver', 'yg', 'okpuas', 'dngn', 'layan', 'noga', 'lancar', 'pekerjaanya']","['Driver', 'YG', 'Satisfied', 'with', 'Layan', 'Hopefully', 'smooth', 'work']",Driver YG Satisfied with Layan Hopefully smooth work,positif,0.6705
"['driver', 'nya', 'baik', 'sekali', 'walaupun', 'cancel']","['Driver', 'His', 'Good', 'once', 'though', 'Cancel']",Driver His Good once though Cancel,positif,0.2263
"['order', 'penuh', 'yerry', 'yan', 'ginzel', 'daihatsu', 'sigra', 'warna', 'perak', 'nopol', 'pyea', 'terima', 'kasih', 'atas', 'jalan', 'rating']","['Order', 'Full', 'Yerry', 'Yan', 'Ginzel', 'Daihatsu', 'Sigra', 'Color', 'Silver', 'Silver', 'Nopol', 'Pyea', 'Pyea', 'accept', ','Love ',' above ',' walk ',' rating ']",Order Full Yerry Yan Ginzel Daihatsu Sigra Color Silver Silver Nopol Pyea Pyea accept Love  above  walk  rating ,positif,0.7783
"['baik', 'ramah']","['good', 'friendly']",good friendly,positif,0.7269
"['aplikasi', 'ojol', 'yg', 'sangat', 'membantuharga', 'lebih', 'ramah', 'kantong', 'yg', 'laindriver', 'profesional', 'ramah']","['Applications', 'Ojol', 'YG', 'Very', 'Help', 'More', 'Friendly', 'Bag', 'Yang', 'Others', 'Professional', 'Friend']",Applications Ojol YG Very Help More Friendly Bag Yang Others Professional Friend,positif,0.8735
"['order', 'laksana', 'cepat']","['order', 'like', 'fast']",order like fast,positif,0.3612
"['trima', 'kasih']",['Thank You'],Thank You,positif,0.3612
['good'],['good'],good,positif,0.4404
['ramah'],['friendly'],friendly,positif,0.4939
"['driver', 'ramah', 'baik']","['Driver', 'Friendly', 'Good']",Driver Friendly Good,positif,0.7269
"['sangat', 'bagus']",['very good'],very good,positif,0.4927
['baik'],['Good'],Good,positif,0.4404
"['tks', 'banyak', 'pak', 'smoga', 'mudah', 'rejekinya']","['tks', 'many', 'sir', 'hopefully', 'easy', 'fortune']",tks many sir hopefully easy fortune,positif,0.6808
['ramah'],['friendly'],friendly,positif,0.4939
"['mantap', 'sekali']",['very good'],very good,positif,0.4927
['ramah'],['friendly'],friendly,positif,0.4939
"['mobil', 'bersih']","['car', 'clean']",car clean,positif,0.4019
['good'],['good'],good,positif,0.4404
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
"['sangat', 'bagus', 'layan']","['very', 'good', 'service']",very good service,positif,0.4927
"['top', 'sat', 'set']","['Top', 'Sat', 'Set']",Top Sat Set,positif,0.2023
['mantap'],['Excellent'],Excellent,positif,0.5719
"['layan', 'bagus', 'tarif', 'lebih', 'murah', 'aplikasi']","['service', 'good', 'tariff', 'more', 'cheap', 'application']",service good tariff more cheap application,positif,0.4404
['baik'],['Good'],Good,positif,0.4404
"['ramah', 'sopan']","['friendly', 'polite']",friendly polite,positif,0.4939
['ramah'],['friendly'],friendly,positif,0.4939
"['layan', 'sangat', 'bagus']","['Layan', 'Very', 'Good']",Layan Very Good,positif,0.4927
"['sangat', 'puas', 'dgn', 'layan', 'nya']","['very', 'satisfied', 'with', 'his opponent']",very satisfied with his opponent,positif,0.4754
"['sangat', 'respon', 'terimakasih']","['very', 'response', 'thank you']",very response thank you,positif,0.4173
['terimakasih'],['Thank You'],Thank You,positif,0.3612
"['jos', 'ngacir', 'driver', 'nya', 'pokok', 'aman']","['Jos',' Ngacir ',' Driver ','nya', 'Principal', 'Safe']",Jos Ngacir  Driver nya Principal Safe,positif,0.4404
['baik'],['Good'],Good,positif,0.4404
['sukses'],['success'],success,positif,0.5719
"['baik', 'sekali', 'maxim']","['good', 'once', 'maxim']",good once maxim,positif,0.4404
['baik'],['Good'],Good,positif,0.4404
['ramah'],['friendly'],friendly,positif,0.4939
"['abang', 'nya', 'baik', 'doain', 'aku', 'lulus', 'uji']","['brother', 'his', 'good', 'pray', 'me', 'graduated', 'test']",brother his good pray me graduated test,positif,0.6369
['oke'],['Okay'],Okay,positif,0.2263
['mantap'],['Excellent'],Excellent,positif,0.5719
"['jalan', 'nyaman', 'tuju']","['walk', 'comfortable', 'go to']",walk comfortable go to,positif,0.5106
"['sangat', 'nyaman']",['very comfortable'],very comfortable,positif,0.5563
"['sngat', 'bagus', 'cepat']","['very', 'good', 'fast']",very good fast,positif,0.4927
"['layan', 'baik']","['Layan', 'Good']",Layan Good,positif,0.4404
"['maxim', 'baik', 'semua', 'butuh']","['Maxim', 'Good', 'All', 'Need']",Maxim Good All Need,positif,0.4404
['terimakasih'],['Thank You'],Thank You,positif,0.3612
"['driver', 'sangat', 'ramah']","['Driver', 'Very', 'Friendly']",Driver Very Friendly,positif,0.5413
"['driver', 'ramah', 'n', 'fast', 'respon']","['Driver', 'Friendly', 'N', 'Fast', 'Response']",Driver Friendly N Fast Response,positif,0.4939
"['termakasih', 'sangat', 'butuh']","['Being thanks', 'Very', 'Need']",Being thanks Very Need,positif,0.4404
"['maxsim', 'baik', 'sekali', 'sombong', 'patut', 'contoh', 'karna', 'sopan', 'baik', 'bicara', 'segi', 'apa', 'cerita', 'masuk']","['Maxim', 'good', 'very', 'arrogant', 'deserve', 'example', 'because', 'polite', 'good', 'talk', 'aspects', 'what', ''Story ',' enter ']",Maxim good very arrogant deserve example because polite good talk aspects what Story  enter ,positif,0.3197
"['layan', 'baik']","['Layan', 'Good']",Layan Good,positif,0.4404
"['baik', 'ramah']","['good', 'friendly']",good friendly,positif,0.7269
"['cari', 'kendara', 'terlalu', 'lama', 'sinyalga', 'bagus', 'alamat', 'kurang', 'erti']","['Search', 'kendara', 'too', 'old', 'signalga', 'good', 'address', 'less', 'erti']",Search kendara too old signalga good address less erti,positif,0.4404
"['nyaman', 'drivernya', 'asyikk']","['comfortable', 'driver', 'cool']",comfortable driver cool,positif,0.6808
"['tepat', 'waktu', 'komunikasi', 'baik', 'ramah']","['right', 'time', 'communication', 'good', 'friendly']",right time communication good friendly,positif,0.7269
