content,tokenized_text,processed_text,translated_text,vader_sentiment
"susah bngt ngisi data profill, gmna mau pesan klo profilnya aja susah buat diisi, pas udh diisi malah ""tanggal lahir salah"" pdhl saya ngisinya nama saya itu pun gbisa. sllu tulisannya ""tanggal lahir salah"" gimana ini??","['susah', 'bngt', 'ngisi', 'data', 'profill', 'gmna', 'mau', 'pesan', 'klo', 'profilnya', 'aja', 'susah', 'buat', 'diisi', 'pas', 'udh', 'diisi', 'malah', 'tanggal', 'lahir', 'salah', 'pdhl', 'saya', 'ngisinya', 'nama', 'saya', 'itu', 'pun', 'gbisa', 'sllu', 'tulisannya', 'tanggal', 'lahir', 'salah', 'gimana', 'ini']","['susah', 'bngt', 'ngisi', 'data', 'profill', 'gmna', 'mau', 'pesan', 'klo', 'profil', 'aja', 'susah', 'buat', 'isi', 'pas', 'udh', 'isi', 'malah', 'tanggal', 'lahir', 'salah', 'pdhl', 'ngisinya', 'nama', 'gbisa', 'sllu', 'tulis', 'tanggal', 'lahir', 'salah', 'gimana']","['difficult', 'really', 'filling', 'data', 'profile', 'gmna', 'want', 'message', 'if', 'profile', 'just', 'difficult', ','For ',' fill ',' fit ',' udh ',' content ',' instead ',' date ',' born ',' wrong ',' pdhl ',' ngawnnya ',' name ',' wish ', 'Sllu', 'Write', 'Date', 'Born', 'Wrong', 'How']",positif
"Saya kasih bintang 1 karena setiap mencantumkan lokasi selalu error, jadi tolong di perbaiki ya🙏🙏","['saya', 'kasih', 'bintang', 'karena', 'setiap', 'mencantumkan', 'lokasi', 'selalu', 'error', 'jadi', 'tolong', 'di', 'perbaiki', 'ya']","['kasih', 'bintang', 'cantum', 'lokasi', 'selalu', 'error', 'jadi', 'baik']","['love', 'star', 'cantum', 'location', 'always', 'error', 'so', 'good']",
Saya drivernya cape anyeb banget akun taxsee saya. Ga ada berubahnya dari dulu. Nyiksa orang aja,"['saya', 'drivernya', 'cape', 'anyeb', 'banget', 'akun', 'taxsee', 'saya', 'ga', 'ada', 'berubahnya', 'dari', 'dulu', 'nyiksa', 'orang', 'aja']","['drivernya', 'cape', 'anyeb', 'banget', 'akun', 'taxsee', 'ga', 'ubah', 'dulu', 'nyiksa', 'orang', 'aja']","['the driver', 'tired', 'anyeb', 'really', 'account', 'taxsee', 'no', 'change', 'first', 'torture', 'people', 'just']",
Gk ada yang nyangkut kalo hujan pake drive maxim.udah tau telat kerja .gk ada satupun yang mau. Kecewa berat buat Maxim Tasik.tolong di perhatikan!!,"['gk', 'ada', 'yang', 'nyangkut', 'kalo', 'hujan', 'pake', 'drive', 'maximudah', 'tau', 'telat', 'kerja', 'gk', 'ada', 'satupun', 'yang', 'mau', 'kecewa', 'berat', 'buat', 'maxim', 'tasiktolong', 'di', 'perhatikan']","['gk', 'nyangkut', 'kalo', 'hujan', 'pake', 'drive', 'maximudah', 'tau', 'telat', 'kerja', 'gk', 'satu', 'mau', 'kecewa', 'berat', 'buat', 'maxim', 'tasiktolong', 'perhati']","['not', 'stuck', 'if', 'rain', 'use', 'drive', 'Maximuda', 'know', 'late', 'work', 'no', 'one', ','Want ',' Disappointed ',' Heavy ',' Create ',' Maxim ',' Tasiktolong ',' Pay attention ']",negatif
Saya kecewa dengan aplikasi kenapa gak bisa bayar pakai e wallet,"['saya', 'kecewa', 'dengan', 'aplikasi', 'kenapa', 'gak', 'bisa', 'bayar', 'pakai', 'e', 'wallet']","['kecewa', 'aplikasi', 'gak', 'bayar', 'pakai', 'e', 'wallet']","['disappointed', 'application', 'no', 'pay', 'use', 'e', ​​'wallet']",
"Mahal bnget cok tiba' aja naik drastis dari 10 ke 15 rbu, klo mobil 25 ke 35👎","['mahal', 'bnget', 'cok', 'tiba', 'aja', 'naik', 'drastis', 'dari', 'ke', 'rbu', 'klo', 'mobil', 'ke']","['mahal', 'bnget', 'cok', 'tiba', 'aja', 'naik', 'drastis', 'rbu', 'klo', 'mobil']","['expensive', 'bnget', 'cok', 'arriving', 'just', 'rising', 'drastic', 'rbu', 'klo', 'car']",
"Mohon segera di update,saya sebagai driver sangat menunggu dari update yang sangat di prioritas kan yaitu, pertama : Harus mengaktifkan Lokasi terlebih dahulu, yang kedua : tolong update pada panggilan kepada customer di apk Maxim driver. SEGERA","['mohon', 'segera', 'di', 'updatesaya', 'sebagai', 'driver', 'sangat', 'menunggu', 'dari', 'update', 'yang', 'sangat', 'di', 'prioritas', 'kan', 'yaitu', 'pertama', 'harus', 'mengaktifkan', 'lokasi', 'terlebih', 'dahulu', 'yang', 'kedua', 'tolong', 'update', 'pada', 'panggilan', 'kepada', 'customer', 'di', 'apk', 'maxim', 'driver', 'segera']","['mohon', 'segera', 'updatesaya', 'driver', 'sangat', 'tunggu', 'update', 'sangat', 'prioritas', 'kan', 'pertama', 'aktif', 'lokasi', 'lebih', 'dua', 'update', 'panggil', 'customer', 'apk', 'maxim', 'driver', 'segera']","['please', 'soon', 'update', 'driver', 'very', 'wait', 'update', 'very', 'priority', 'right', 'first', 'active', ''The location ',' more ',' Two ',' Update ',' Call ',' Customer ',' Apk ',' Maxim ',' Driver ',' Driver ',' immediately ']",
baik,['baik'],['baik'],['Good'],
Sudah kesekian kali saya cancel orderan hanya karena terlalu lama mencari pelaksana/kurir hampir satu jam tidak ada tanggapan,"['sudah', 'kesekian', 'kali', 'saya', 'cancel', 'orderan', 'hanya', 'karena', 'terlalu', 'lama', 'mencari', 'pelaksanakurir', 'hampir', 'satu', 'jam', 'tidak', 'ada', 'tanggapan']","['sekian', 'kali', 'cancel', 'order', 'terlalu', 'lama', 'cari', 'pelaksanakurir', 'hampir', 'satu', 'jam', 'tanggap']","['That's it', 'times', 'Cancel', 'Order', 'Too', 'Long', 'Search', 'Implementing', 'Almost', 'One', 'One', 'Hours', 'Respond']]",
"Apa gunanya maxim wallet kaspro??? Mau order makanan,tapi pembayaran tunai. Order ojek, kadang driver minta bayar cash aja. Mau belanja gak bisa, jadi mati duit saya di maxim kaspro, gak bisa di tarik,gak bisa TF, gak bisa beli pulsa. Tak ada gunanya maxim wallet.","['apa', 'gunanya', 'maxim', 'wallet', 'kaspro', 'mau', 'order', 'makanantapi', 'pembayaran', 'tunai', 'order', 'ojek', 'kadang', 'driver', 'minta', 'bayar', 'cash', 'aja', 'mau', 'belanja', 'gak', 'bisa', 'jadi', 'mati', 'duit', 'saya', 'di', 'maxim', 'kaspro', 'gak', 'bisa', 'di', 'tarikgak', 'bisa', 'tf', 'gak', 'bisa', 'beli', 'pulsa', 'tak', 'ada', 'gunanya', 'maxim', 'wallet']","['apa', 'guna', 'maxim', 'wallet', 'kaspro', 'mau', 'order', 'makanantapi', 'bayar', 'tunai', 'order', 'ojek', 'kadang', 'driver', 'minta', 'bayar', 'cash', 'aja', 'mau', 'belanja', 'gak', 'jadi', 'mati', 'duit', 'maxim', 'kaspro', 'gak', 'tarikgak', 'tf', 'gak', 'beli', 'pulsa', 'tak', 'guna', 'maxim', 'wallet']","['what', 'use', 'maxim', 'wallet', 'kaspro', 'want', 'order', 'meals',' pay ',' cash ',' cash ',' order ',' motorcycle taxi ','Sometimes', 'Driver', 'Ask', 'Pay', 'Cash', 'Just', 'Want', 'Shopping', 'No', 'So', 'Die', 'Money', 'Maxim', 'Kaspro', 'No', 'Tarikgak', 'Tf', 'No', 'Buy', 'Credit', 'No', 'Use', 'Maxim', 'Wallet']",negatif
Burik parah,"['burik', 'parah']","['burik', 'parah']","['Burik', 'Severe']",
Rada soak udah 2 kali nemu driver culas yg naikin harga barang yg di beli. pada nakal drivernya duh tolong dong untuk pengeurs maxsim tolong tegasin lagi para drivernya jangan culas nggak berkah.. saya pernah negur loh tapi malah nyolot dan dari pada ribut saya bayar aja jelas saya kecewa harga biasanya di kali dua jadi saya suruh bayar yg harganya di mahalin,"['rada', 'soak', 'udah', 'kali', 'nemu', 'driver', 'culas', 'yg', 'naikin', 'harga', 'barang', 'yg', 'di', 'beli', 'pada', 'nakal', 'drivernya', 'duh', 'tolong', 'dong', 'untuk', 'pengeurs', 'maxsim', 'tolong', 'tegasin', 'lagi', 'para', 'drivernya', 'jangan', 'culas', 'nggak', 'berkah', 'saya', 'pernah', 'negur', 'loh', 'tapi', 'malah', 'nyolot', 'dan', 'dari', 'pada', 'ribut', 'saya', 'bayar', 'aja', 'jelas', 'saya', 'kecewa', 'harga', 'biasanya', 'di', 'kali', 'dua', 'jadi', 'saya', 'suruh', 'bayar', 'yg', 'harganya', 'di', 'mahalin']","['rada', 'soak', 'udah', 'kali', 'nemu', 'driver', 'culas', 'yg', 'naikin', 'harga', 'barang', 'yg', 'beli', 'nakal', 'drivernya', 'duh', 'dong', 'pengeurs', 'maxsim', 'tegasin', 'drivernya', 'jangan', 'culas', 'berkah', 'pernah', 'negur', 'loh', 'malah', 'nyolot', 'ribut', 'bayar', 'aja', 'jelas', 'kecewa', 'harga', 'biasa', 'kali', 'jadi', 'suruh', 'bayar', 'yg', 'harga', 'mahalin']","['rather', 'soak', 'already', 'times', 'found', 'driver', 'culas', 'YG', 'Raise', 'Price', 'Items', 'YG', ','Buy ',' Naughty ',' Driver ',' Duh ',' Dong ',' Pengheurs', 'Maxsim', 'Clean', 'Driver', 'Don't', 'Culas',' Blessing ',' Never ',' Never ', 'negur', 'loh', 'instead', 'nyolot', 'noisy', 'pay', 'just', 'explained', 'disappointed', 'price', 'normal', 'times', ','So ',' Tell ',' Pay ',' Yang ',' Price ',' Mahalin ']",negatif
Kno ini error. Tiba2 keluar sendri.,"['kno', 'ini', 'error', 'tiba', 'keluar', 'sendri']","['kno', 'error', 'tiba', 'keluar', 'sendri']","['KNP', 'Error', 'arrive', 'out', 'yourself']",
"Rute buat apk ini , sedikit lamaa oh ya kdgng sifat ny ga pd asik🙏🏻 Apk nya jg aga ngeleg🙏🏻🗿","['rute', 'buat', 'apk', 'ini', 'sedikit', 'lamaa', 'oh', 'ya', 'kdgng', 'sifat', 'ny', 'ga', 'pd', 'asik', 'apk', 'nya', 'jg', 'aga', 'ngeleg']","['rute', 'buat', 'apk', 'sedikit', 'lamaa', 'kdgng', 'sifat', 'ny', 'ga', 'pd', 'asik', 'apk', 'nya', 'jg', 'aga', 'ngeleg']","['route', 'for', 'apk', 'little', 'old', 'sometimes', 'nature', 'its', 'no', 'PD', 'cool', 'apk', ''',' JG ',' Aga ',' Ngegg ']",
KEBNYAKAN CARI DRIVER / PELAKSANA JAUH DARI TITIK JEMPUT MALAH DRIVER KADANG DARI TITIK ANTAR ... LAH APLIKASI PE'AK PERSETAN DENGAN DRIVER PRIORITASMU 💩💩💩,"['kebnyakan', 'cari', 'driver', 'pelaksana', 'jauh', 'dari', 'titik', 'jemput', 'malah', 'driver', 'kadang', 'dari', 'titik', 'antar', 'lah', 'aplikasi', 'peak', 'persetan', 'dengan', 'driver', 'prioritasmu']","['kebnyakan', 'cari', 'driver', 'laksana', 'jauh', 'titik', 'jemput', 'malah', 'driver', 'kadang', 'titik', 'antar', 'lah', 'aplikasi', 'peak', 'persetan', 'driver', 'prioritas']","['kebnyakan', 'looking for', 'driver', 'like', 'far', 'dot', 'pick up', 'instead', 'driver', 'sometimes',' point ',' between ','Lah ',' Application ',' Peak ',' Fuck ',' Driver ',' Priority ']",negatif
Aplikasi d perbaiki..susah skali d cancel.. Bahaya bagi driver dan costumer,"['aplikasi', 'd', 'perbaikisusah', 'skali', 'd', 'cancel', 'bahaya', 'bagi', 'driver', 'dan', 'costumer']","['aplikasi', 'd', 'perbaikisusah', 'skali', 'd', 'cancel', 'bahaya', 'driver', 'costumer']","['Applications', 'D', 'Improve Difficult', 'Once', 'in', 'Cancel', 'Danger', 'Driver', 'Customer']",positif
saya hampir mau mati dibuat driver nya mohon lh buat diingatkan supaya tdk terjadi lagi kecewa btl liat maxim meskipun cepat sampe tp nyawa saya hampir ilang dibuat,"['saya', 'hampir', 'mau', 'mati', 'dibuat', 'driver', 'nya', 'mohon', 'lh', 'buat', 'diingatkan', 'supaya', 'tdk', 'terjadi', 'lagi', 'kecewa', 'btl', 'liat', 'maxim', 'meskipun', 'cepat', 'sampe', 'tp', 'nyawa', 'saya', 'hampir', 'ilang', 'dibuat']","['hampir', 'mau', 'mati', 'buat', 'driver', 'nya', 'mohon', 'lh', 'buat', 'ingat', 'tdk', 'jadi', 'kecewa', 'btl', 'liat', 'maxim', 'meski', 'cepat', 'sampe', 'tp', 'nyawa', 'hampir', 'ilang', 'buat']","['almost', 'want', 'die', 'make', 'driver', 'it', 'please', 'lh', 'make', 'remember', 'no', 'So', ','Disappointed ',' BTL ',' see ',' Maxim ',' Although ',' fast ',' until ',' tp ',' life ',' almost ',' lost ',' Create ']",
Kepada yth PT maxim Indonesia saya mau tanya apakah di wajibkan memakai fake gps palsu ke 2 apakah diwajibkan maxim untuk membuat orderan palsu ke 3 apakah di wajibkan customer tdk di angkat TLP dari driver saya curiga sama driver driver taxsee tolong di bela saya menggapa saya terus di ganggu sama maxim di kota Binjai Sumatera Utara ini real no hoax berapa kale saya mendapatkan orderan fiktif dari sesama driver percuma saya gomong tapi kalian buang badan tdk perduli dengan saya di hina orang,"['kepada', 'yth', 'pt', 'maxim', 'indonesia', 'saya', 'mau', 'tanya', 'apakah', 'di', 'wajibkan', 'memakai', 'fake', 'gps', 'palsu', 'ke', 'apakah', 'diwajibkan', 'maxim', 'untuk', 'membuat', 'orderan', 'palsu', 'ke', 'apakah', 'di', 'wajibkan', 'customer', 'tdk', 'di', 'angkat', 'tlp', 'dari', 'driver', 'saya', 'curiga', 'sama', 'driver', 'driver', 'taxsee', 'tolong', 'di', 'bela', 'saya', 'menggapa', 'saya', 'terus', 'di', 'ganggu', 'sama', 'maxim', 'di', 'kota', 'binjai', 'sumatera', 'utara', 'ini', 'real', 'no', 'hoax', 'berapa', 'kale', 'saya', 'mendapatkan', 'orderan', 'fiktif', 'dari', 'sesama', 'driver', 'percuma', 'saya', 'gomong', 'tapi', 'kalian', 'buang', 'badan', 'tdk', 'perduli', 'dengan', 'saya', 'di', 'hina', 'orang']","['yth', 'pt', 'maxim', 'indonesia', 'mau', 'tanya', 'wajib', 'pakai', 'fake', 'gps', 'palsu', 'wajib', 'maxim', 'buat', 'order', 'palsu', 'wajib', 'customer', 'tdk', 'angkat', 'tlp', 'driver', 'curiga', 'sama', 'driver', 'driver', 'taxsee', 'bela', 'menggapa', 'terus', 'ganggu', 'sama', 'maxim', 'kota', 'binjai', 'sumatera', 'utara', 'real', 'no', 'hoax', 'berapa', 'kale', 'dapat', 'order', 'fiktif', 'sama', 'driver', 'percuma', 'gomong', 'kalian', 'buang', 'badan', 'tdk', 'duli', 'hina', 'orang']","['Dear', 'PT', 'Maxim', 'Indonesia', 'Want', 'Ask', 'Mandatory', 'Using', 'Fake', 'GPS', 'Fake', 'Mandatory', '', 'Maxim ',' Create ',' Order ',' Fake ',' Mandatory ',' Customer ',' No ',' Lift ',' Tlp ',' Driver ',' Driver ',' Suspicious', 'Same', 'Driver', 'Driver', 'Driver', 'Taxsee', 'Bela', 'Greeting', 'Continue', 'Disturb', 'Same', 'Maxim', 'Maxim', 'City', 'Binjai', 'Sumatra', 'North', 'North', ''Real ',' no ',' hoax ',' how much ',' kale ',' can ',' order ',' fictitious', 'same', 'driver', 'useless',' gomong ',' you guys', 'Dispose', 'Body', 'No', 'Duli', 'Hina', 'People']",negatif
pesen mobil gada yang mau terima orderan . mentang² harga cuma 11.500 beda sama grab walau harga selisih 10rb . tp memuaaskan . bye maxim,"['pesen', 'mobil', 'gada', 'yang', 'mau', 'terima', 'orderan', 'mentang', 'harga', 'cuma', 'beda', 'sama', 'grab', 'walau', 'harga', 'selisih', 'rb', 'tp', 'memuaaskan', 'bye', 'maxim']","['sen', 'mobil', 'gada', 'mau', 'terima', 'order', 'mentang', 'harga', 'cuma', 'beda', 'sama', 'grab', 'harga', 'selisih', 'rb', 'tp', 'memuaaskan', 'bye', 'maxim']","['Sein', 'car', 'no', 'want', 'accept', 'order', 'mentang', 'price', 'just', 'different', 'same', 'Grab', ''The price ',' Difference ',' RB ',' TP ',' Working ',' Bye ',' Maxim ']",
Supir maxim pada belagu orderan ga pada di ambil,"['supir', 'maxim', 'pada', 'belagu', 'orderan', 'ga', 'pada', 'di', 'ambil']","['supir', 'maxim', 'belagu', 'order', 'ga', 'ambil']","['Driver', 'Maxim', 'Belagu', 'Order', 'Ga', 'Take']",
Tolong perbaiki sekali lagi.. saya mo cb pesan makanan tp pas dibatalin ngga bisa lalu cari pengemudinya jg susah banget kek pada ngga mau.. pas saya batalin disuruh edit pas edit malah dibilang pesan 2.. ngga jelas,"['tolong', 'perbaiki', 'sekali', 'lagi', 'saya', 'mo', 'cb', 'pesan', 'makanan', 'tp', 'pas', 'dibatalin', 'ngga', 'bisa', 'lalu', 'cari', 'pengemudinya', 'jg', 'susah', 'banget', 'kek', 'pada', 'ngga', 'mau', 'pas', 'saya', 'batalin', 'disuruh', 'edit', 'pas', 'edit', 'malah', 'dibilang', 'pesan', 'ngga', 'jelas']","['baik', 'sekali', 'mo', 'cb', 'pesan', 'makan', 'tp', 'pas', 'dibatalin', 'ngga', 'lalu', 'cari', 'mud', 'jg', 'susah', 'banget', 'kek', 'ngga', 'mau', 'pas', 'batalin', 'suruh', 'edit', 'pas', 'edit', 'malah', 'bilang', 'pesan', 'ngga', 'jelas']","['good', 'once', 'mo', 'cb', 'message', 'eating', 'tp', 'right', 'canceled', 'no', 'then', 'looking for', ','Mud ',' JG ',' Difficult ',' Really ',' Kek ',' No ',' Want ',' Pas', 'Boundal', 'Tell', 'Edit', 'Pas',' Edit ', 'instead', 'say', 'message', 'no', 'explained']",negatif
"apk jelek, mapsnya gak bener!!! Gaush pake kalo gak mau rugi","['apk', 'jelek', 'mapsnya', 'gak', 'bener', 'gaush', 'pake', 'kalo', 'gak', 'mau', 'rugi']","['apk', 'jelek', 'mapsnya', 'gak', 'bener', 'gaush', 'pake', 'kalo', 'gak', 'mau', 'rugi']","['apk', 'ugly', 'maps', 'no', 'right', 'Gaush', 'use', 'if', 'no', 'want', 'loss']",
sangat baik,"['sangat', 'baik']","['sangat', 'baik']",['Very good'],
Apliaksi jelek,"['apliaksi', 'jelek']","['apliaksi', 'jelek']","['application', 'ugly']",
Oi kontl klo di batalin jgn di tmbah lagi biayanyoo memang tlol nk untung kauni,"['oi', 'kontl', 'klo', 'di', 'batalin', 'jgn', 'di', 'tmbah', 'lagi', 'biayanyoo', 'memang', 'tlol', 'nk', 'untung', 'kauni']","['oi', 'kontl', 'klo', 'batalin', 'jgn', 'tmbah', 'biayanyoo', 'memang', 'tlol', 'nk', 'untung', 'kauni']","['Oi', 'CONTL', 'KLO', 'Batalin', 'Don't', 'TMBAH', 'BiayaYoo', 'indeed', 'Tlol', 'Nk', 'profit', 'profit', 'Kauni']",
"Wah kacau maxim ini, uda topup kaspro wallet ga bisa masuk terlanjur order non tunai tiba2 jadi tunai, bikin malu kita aja bos kan kasian driver kl di cancel!","['wah', 'kacau', 'maxim', 'ini', 'uda', 'topup', 'kaspro', 'wallet', 'ga', 'bisa', 'masuk', 'terlanjur', 'order', 'non', 'tunai', 'tiba', 'jadi', 'tunai', 'bikin', 'malu', 'kita', 'aja', 'bos', 'kan', 'kasian', 'driver', 'kl', 'di', 'cancel']","['wah', 'kacau', 'maxim', 'uda', 'topup', 'kaspro', 'wallet', 'ga', 'masuk', 'lanjur', 'order', 'non', 'tunai', 'tiba', 'jadi', 'tunai', 'bikin', 'malu', 'aja', 'bos', 'kan', 'kasi', 'driver', 'kl', 'cancel']","['wow', 'chaotic', 'Maxim', 'Uda', 'Topup', 'Kaspro', 'Wallet', 'Ga', 'Ga', 'Ga', 'Enter', 'Ranjur', 'Order', 'Non', ','Cash ',' arrived ',' so ',' cash ',' make ',' shame ',' just ',' boss', 'right', 'kasi', 'driver', 'kl', 'cancel']",negatif
"Alamat kurang ,","['alamat', 'kurang']","['alamat', 'kurang']","['address', 'less']",
Nunggu kode ngga masuk masuk,"['nunggu', 'kode', 'ngga', 'masuk', 'masuk']","['nunggu', 'kode', 'ngga', 'masuk', 'masuk']","['wait', 'code', 'no', 'enter', 'enter']",
"Aplikasi lag, driver merajok. Fix 🤣🤣🤣👎","['aplikasi', 'lag', 'driver', 'merajok', 'fix']","['aplikasi', 'lag', 'driver', 'rajok', 'fix']","['Applications', 'Lag', 'Driver', 'Rajok', 'Fix']",
"Tolong di perbaiki kadang eror, Pesan makanan ternyata yg datang driver tangan kosong.hadi tolong perbaiki sistemnya dan juga kalo sudah pesan gx bisa dibatalkan","['tolong', 'di', 'perbaiki', 'kadang', 'eror', 'pesan', 'makanan', 'ternyata', 'yg', 'datang', 'driver', 'tangan', 'kosonghadi', 'tolong', 'perbaiki', 'sistemnya', 'dan', 'juga', 'kalo', 'sudah', 'pesan', 'gx', 'bisa', 'dibatalkan']","['baik', 'kadang', 'eror', 'pesan', 'makan', 'nyata', 'yg', 'datang', 'driver', 'tangan', 'kosonghadi', 'baik', 'sistem', 'kalo', 'pesan', 'gx', 'batal']","['good', 'sometimes', 'error', 'message', 'eating', 'real', 'that', 'coming', 'driver', 'hand', 'empty', 'good', ''System ',' If ',' Message ',' Gx ',' Cancel ']",negatif
Tolong proses akun atas nama arief maulana yusuf Dia penipu Akun: 85272143 Tolong proses dia penipu,"['tolong', 'proses', 'akun', 'atas', 'nama', 'arief', 'maulana', 'yusuf', 'dia', 'penipu', 'akun', 'tolong', 'proses', 'dia', 'penipu']","['proses', 'akun', 'atas', 'nama', 'arief', 'maulana', 'yusuf', 'tipu', 'akun', 'proses', 'tipu']","['process', 'account', 'above', 'name', 'Arief', 'Maulana', 'Yusuf', 'Deception', 'Account', 'Process', 'Ticket']",
Maps bermasalah lemot blok👿,"['maps', 'bermasalah', 'lemot', 'blok']","['maps', 'masalah', 'lot', 'blok']","['maps', 'problem', 'lot', 'block']",
Lama skli dpaa akan orderan. Tolong perbaiki,"['lama', 'skli', 'dpaa', 'akan', 'orderan', 'tolong', 'perbaiki']","['lama', 'skli', 'dpaa', 'order', 'baik']","['old', 'ski', 'dpaa', 'order', 'good']",
"Aplikasi banyak penipuan, tidak ada tindak lanjuti","['aplikasi', 'banyak', 'penipuan', 'tidak', 'ada', 'tindak', 'lanjuti']","['aplikasi', 'banyak', 'tipu', 'tindak', 'lanjut']","['application', 'many', 'tricks', 'act', 'continue']",
"Tidak memuaskan, muatan 4 orang duduknya tidak nyaman. Kalau bisa tidak bawa keluarga","['tidak', 'memuaskan', 'muatan', 'orang', 'duduknya', 'tidak', 'nyaman', 'kalau', 'bisa', 'tidak', 'bawa', 'keluarga']","['muas', 'muat', 'orang', 'duduk', 'nyaman', 'kalau', 'bawa', 'keluarga']","['maas', 'load', 'people', 'sit', 'comfortable', 'if', 'bring', 'family']",
Gak bisa dibatalin,"['gak', 'bisa', 'dibatalin']","['gak', 'dibatalin']","['no', 'canceled']",
"Kekurangan : Aplikasinya eror mulu mau login format no hpnya malah error padahal udh bener masukin formatnya +62 udh telat kerja malah dibikin emosi Kelebihan : harganya terjangkau, beda dari yg lain beda 5-7k","['kekurangan', 'aplikasinya', 'eror', 'mulu', 'mau', 'login', 'format', 'no', 'hpnya', 'malah', 'error', 'padahal', 'udh', 'bener', 'masukin', 'formatnya', 'udh', 'telat', 'kerja', 'malah', 'dibikin', 'emosi', 'kelebihan', 'harganya', 'terjangkau', 'beda', 'dari', 'yg', 'lain', 'beda', 'k']","['kurang', 'aplikasi', 'eror', 'mulu', 'mau', 'login', 'format', 'no', 'hpnya', 'malah', 'error', 'padahal', 'udh', 'bener', 'masukin', 'format', 'udh', 'telat', 'kerja', 'malah', 'bikin', 'emosi', 'lebih', 'harga', 'jangkau', 'beda', 'yg', 'beda', 'k']","['Less', 'Application', 'Error', 'Mulu', 'Want', 'Login', 'Format', 'No', 'Hp', 'In fact', 'Error', 'even though', ','Udh ',' right ',' enter ',' format ',' udh ',' late ',' work ',' even ',' make ',' emotional ',' more ',' price ',' reach ', 'Different', 'YG', 'Different', 'K']",positif
Kenapa ya nomor saya gak bisa login ??,"['kenapa', 'ya', 'nomor', 'saya', 'gak', 'bisa', 'login']","['nomor', 'gak', 'login']","['number', 'no', 'login']",
Scam saldo 100k nya kg bisa di pake,"['scam', 'saldo', 'k', 'nya', 'kg', 'bisa', 'di', 'pake']","['scam', 'saldo', 'k', 'nya', 'kg', 'pake']","['scam', 'balance', 'k', '', 'kg', 'use']",
"Kurang puas,tidak bisa melacak map/alamat dengan baik","['kurang', 'puastidak', 'bisa', 'melacak', 'mapalamat', 'dengan', 'baik']","['kurang', 'puastidak', 'lacak', 'mapalamat', 'baik']","['Less', 'Pantastidak', 'Track', 'Mapalamat', 'Good']",
Apk gak guna masak login aja gak bisa2 pdahl nomor hp udh benr malah gak bisa2 login.apk gak guna,"['apk', 'gak', 'guna', 'masak', 'login', 'aja', 'gak', 'bisa', 'pdahl', 'nomor', 'hp', 'udh', 'benr', 'malah', 'gak', 'bisa', 'loginapk', 'gak', 'guna']","['apk', 'gak', 'masak', 'login', 'aja', 'gak', 'pdahl', 'nomor', 'hp', 'udh', 'benr', 'malah', 'gak', 'loginapk', 'gak']","['apk', 'no', 'cook', 'login', 'just', 'no', 'pdahl', 'number', 'hp', 'udh', 'benr', 'instead', ','no ',' loginapk ',' no ']",negatif
